title,Number_of_tags,class_val
"For the New Administration, No Delay in Feather Ruffling",8,0
"Freed by the U.S., Saudi Becomes a Qaeda Chief",10,0
Geithner Hints at Harder Line on China Trade,7,0
Perez Sets PGA Tour Record and Keeps Lead at Hope Classic,2,0
Guilty Plea in Tax Shelter Case,3,0
Hamas to Start Paying Gaza Residents Compensation and Reconstruction Aid,7,0
Wall Street May Be Looking at Withering Wages,5,0
I.R.S. Thwarted as Court Shields Textron Tax Papers,6,0
"Amid New Faces, Alissa Czisny Is First in Short Program",1,0
Iran Hangs 22 in Executions This Week,4,0
Lockheed Posts Profit but Cuts Forecast,2,0
Possibly on Sale at Barneys: Barneys,3,0
West Virginia Upsets No. 12 Georgetown,2,0
Decline in PC Orders Leads to Microsoft Layoffs,5,0
F.D.A. Approves a Stem Cell Trial,7,0
Nashville Won’t Make English Official Language,3,0
No Snickering: That Road Sign Means Something Else,2,0
Letting Marbury  Go to Celtics Could Backfire on Knicks,5,0
Obama Speech Got Harsh Reviews on Bush Plane to Texas,4,0
Pakistan Seizes Terror Suspect,6,0
Profit Decline at Nokia Comes With a Warning,3,0
Ricketts Family Emerges As Top Bidder for the Cubs,4,0
A.M.D. Reports Narrower Loss,3,0
Satyam Chief Accused of Faking Workers to Steal,3,0
Senate Undertakes Bipartisan Ways,5,0
"Sharing the Teixeira Name, but Little Else",4,0
Smaller Banks’ Losses Expected to Bring Mergers,4,0
Sony Expects $3 Billion Loss for the Year,6,0
Southwest Airlines Posts a Fourth-Quarter Loss,2,0
Boston University’s Matt Gilroy Honors His Brother Every Time He Steps on the Ice,3,0
"Sri Lanka Presses Rebels, but at a Mounting Cost",8,0
Sweden’s Fix for Banks: Nationalize Them,5,0
Times Co. Is in Talks to Sell Part of Building,4,0
Trustee May Take Helm of Union Local in Dispute,4,0
"On North Shore of Oahu, Enforcing Respect for Locals and the Waves",4,0
"Two Sides of a Border: One Violent, One Peaceful",5,0
Departing U.S. Ambassador Warns Against Quick Withdrawal From Iraq,8,0
Union Pacific’s Profit Jumps 35%,2,0
UnitedHealth Buoyed by Revenue Gain,2,0
Venezuela Will Push U.S. to Hand Over Man Tied to Plane Bombing,10,0
Worm Infects Millions of Computers Worldwide,4,0
2 Adults Slain Outside Norwegian School,3,0
Candace Parker Is Putting Family First,5,0
A Congolese Rebel Leader Who Once Seemed Untouchable Is Caught,5,0
A Corner of the Soccer Field That No U.S. Player Has Claimed,5,0
New Rules on Doctors and Medical Firms Amid Ethics Concerns,5,0
Armstrong’s Teammates on Astana Are Enjoying the Ride,2,0
"As Israeli Bombing Stops, Gazans Get Busy Rebuilding Damaged Tunnels",10,0
A Growth Area for Law Firms: Bankruptcy,2,0
Blagojevich Calls Impeachment Process Unfair,4,0
"In Britain and Spain, More Signs of Slowdown",5,0
Home Refinancing Hobbled by Variety of Obstacles,6,0
Credit Crisis Is Leaving Charities Low on Cash,5,0
"Desperate Children Flee Zimbabwe, for Lives Just as Desolate",4,0
DirecTV Has Network Ambitions for a Channel,5,0
Feisty Version of Downhill Skiing Elbows Into the Mainstream,6,0
Strikes in Pakistan Underscore Obama’s Options,6,0
Europe to Ask Wealthy Nations to Adopt Carbon Trading System,10,0
Europe Wants U.S. to Join Carbon Trading Market,6,0
A Doorman’s View of the Inauguration,5,0
"John Mitchell, a Football Pioneer, Builds Big Men for the Steelers",6,0
France Expands Financial Aid for Its Newspapers,4,0
Gunmen Kill at Least Six Members of a Family in Iraq,8,0
"In New Sign of Recovery, Kim Meets China Official",3,0
Brandon Jennings Sends Home a Warning From Europe,4,0
"In Rhode Island, Hoping a Tall Ship Can Help a Sagging Economy",3,0
"Knicks Rout Grizzles, Extending Win Streak to Three Games",3,0
Knife Attack Kills 3 at Belgian Day Care Center,3,0
Bank of America’s Chief in Trouble Over Merrill,5,0
Fairfield Tops No. 20 Marist in Overtime,2,0
Obama Reverses Rules on U.S. Abortion Aid,6,0
N.H.L.�s Older Players Have What Young Stars Want: Longevity,4,0
Basketball-Playing Brothers Are Together and Apart on the Court,6,0
"Euro, Once a Boon, Is Now a Burden for Some",5,0
A Mayor’s Lie Throws a City Into Turmoil,3,0
Recipients of Aid After Hurricane Face Fraud Charge,5,0
Restrictions Are Upheld for Executives in OxyContin Case,4,0
"Run the Refinancing Numbers, Then Run Them Again",5,0
"Shares Close Mixed, Ending a See-Saw Week",1,0
Third Bank Is Seized This Year,4,0
Russia and Georgia Faulted in War,4,0
Weir Versus Lysacek Highlights U.S. Figure Skating Championships,4,0
Where Will Detainees From Guantánamo Go?,5,0
Xerox 4th-Quarter Profit Falls to Nearly Nothing,2,0
2 Ex-Detainees in Qaeda Video,5,0
"Yamaguchi Is Off the Ice, and at Home",5,0
7 Years for Psychologist,3,0
"In Philadelphia, Knicks Find They Can’t Stand Prosperity",7,0
"Amid the Destruction, a Return to Life in Gaza",4,0
Armstrong Finishes Off the Pace in His Return,2,0
Army Stops Retiree Pay for Alaskans in World War II Force,5,0
Bad Times Spur a Flight to Jobs Viewed as Safe,6,0
Marion Bartoli Handily Upsets Top-Seeded Jelena Jankovic,4,0
Brazil Expands Investment in Offshore Drilling Projects,4,0
Contractor Is Said to Agree to Guilty Plea in Military Fraud,4,0
Contradictions in Kirk Radomski�s Book Could Benefit Clemens,9,0
Czisny Win U.S. Figure Skating Title,3,0
Microsoft Songsmith Is Easy (if Painful to Hear),4,0
Dolls Resembling Daughters Displease First Lady,4,0
Six Errors on the Path to  the Financial Crisis,5,0
"Deep in Debt, and Now Deep in Worry",5,0
"Exposed to Solvent, Worker Faces Hurdles",6,0
Time to Unravel the Knot of Credit-Default Swaps,4,0
Fitzgerald’s Route Runs Past Pittsburgh to Arizona,6,0
"For Growing Ranks of the White-Collar Jobless, Support With a Touch of the Spur",5,0
Pat Summitt Makes Tennessee a Cradle of Coaches,4,0
Soldiers Kill Iraqi Couple During Raid at a Home,1,0
"Green-Light Specials, Now at Wal-Mart",4,0
"Identifying the Bird, When Not Much Bird Is Left",3,0
"In Montreal, Canadiens’ Revival Refreshes the Civic Religion",4,0
"In Pakistan, Radio Amplifies Terror of Taliban",8,0
College-Educated Chinese Feel Job Pinch,6,0
A Case for Ray Guy Belonging in Pro Football Hall of Fame,4,0
Kosher Label Missing From Girl Scout Cookies,4,0
Applying a Full-Court Press on a Rhodes Scholar Recruit,4,0
No. 2 Duke Routs Maryland,12,0
"Mexican Man Admits Using Acid on Bodies, Army Says",5,0
Mother of Waco Sect Leader Is Fatally Stabbed,5,0
Motive in Double Killing 42 Years Ago Is Revealed,3,0
Nebraska Bill Would Give Sum to Falsely Imprisoned,5,0
"In Notre Dame’s Gym, UConn Slams the Door",6,0
Pope Reinstates Four Excommunicated Bishops,4,0
"In Tough Times, a Debt Collector Sees the Pain",4,0
Cellphones as Credit Cards? Americans Must Wait,4,0
Dominique Gisin Edges Lindsey Vonn to Win Downhill,1,0
"With Three Goals, Midfielder Powers Second-String U.S. Lineup Past Sweden",7,0
"Suddenly, Hollywood Seems a Conservative Investment",4,0
Remembering a Lost N.H.L. All-Star Game,2,0
Holland Wins Snowboarder X Title; White Takes Slopestyle,4,0
Tear Down Old Yankee Stadium and Build Up the Bronx,4,0
Suicide Attacker Kills 15 in Somalia,4,0
Pat Summitt Used Psychology With Some Fizz on Candace Parker,4,0
The Talented Mr. Madoff,3,0
Johnny Weir�s Failure Shifts Spotlight to Unknowns,2,0
"With Leader Captured, Congo Rebel Force Is Dissolving",3,0
DePaul Edges No. 21 Rutgers With a Strong Finish,8,0
2 Die in Clash in India,4,0
40 Die as Ferry Sinks in Vietnam,6,0
$200 Laptops Break a Business Model,9,0
Secret to Steelers Coach’s Rise? It’s All Written Down,4,0
Isle of Man Plans Unlimited Music Downloads,6,0
Infomercials Find Their Way to Television’s Prime Time,4,0
Avalanche Kills 10 Hikers at a Remote Mountain in Turkey,5,0
Bolivians Ratify New Constitution,9,0
"Brothels Ask to Be Taxed, but Official Sees a Catch",3,0
Plotting Path in Congress for an Economic Plan,3,0
"Seton Hall Upsets No. 12 Georgetown, 65-50",2,0
Maryland Hands No. 2 North Carolina Its Third Loss in a Row,3,0
Congo Presses for Extradition of Warlord,5,0
Eddy Curry�s Ex-Girlfriend Is Shot to Death,2,0
Skateboarding in Afghanistan Provides a Diversion From Desolation,4,0
Smart Move in Letting You Pick Price?,4,0
"Fans in Montreal for N.H.L. All-Star Game Cheer Their Own, and  Lecavalier",4,0
Fire Thought to Be Arson Damages 15 Homes in Philadelphia Suburb,3,0
"Afghans, From Hospital Beds, Dispute U.S. Account of Raid",8,0
Lehman’s Ex-Chief Sold Mansion to Wife for $10,4,0
Slicing Decades of Video for New Life on the Web,5,0
"In Torre’s Book, Comments About Alex Rodriguez Stand Out",4,0
Unapologetic Girls Basketball Coach in 100-0 Win Is Fired,2,0
"Maliki Pushes for Election Gains, Despite Fears",10,0
Midfielder Vies for Spot on U.S. Team and in Europe,2,0
New on the Networks: Safe Formulas From the Past,6,0
Hollywood Now Cast as Sensible,5,0
Melding Obama’s Web to a YouTube Presidency,6,0
Movies Sell Slowly at Sundance,2,0
‘Obama Girl’ Team Retools for Technology Parody,5,0
Obama’s Order Is Likely to Tighten Auto Standards,5,0
"OPEC Achieves Cuts in Output, Halting Price Slide",4,0
"On Day of Comebacks, Biggest Belongs to Dokic",8,0
"On Field, Ice or Court, Brothers Were Not Equals",2,0
"Zach Marbury, Stephon�s Brother, Will Play in Venezuela",3,0
Rising Stars Claim the Top Spots,3,0
West African Villagers Stake Their Fortunes on the Future Price of Rice,12,0
"Perez Wins Bob Hope Classic, Conquering the Wind",4,0
"In Gaza, the Wait to Rebuild Lingers",14,0
"Sometimes, a Political Position Is Just About Wanting a Cigar",8,0
Spain and France Clean Up From Storm,6,0
Speaker of Massachusetts House Resigns Over Friendship,4,0
A Way to Remember Robinson for His 90th Birthday,5,0
Sudan’s Government Bombs Rebel-Held Town in Darfur,5,0
Technology Gets a Piece of Stimulus,8,0
Sri Lanka Captures Rebel Stronghold,3,0
White House Pushing Stimulus Package,0,0
Rahlves Fails to Retain Winter X Games Title,3,0
"With Magazines Folding, One Finds a Surprising Bid",5,0
"A Day of Layoffs, Across Industries and Continents",7,0
9 Alumni of Saudi Program for Ex-Jihadists Are Arrested,6,0
"A Tool to Verify Digital Records, Even as Technology Shifts",7,0
Teaching Teenagers About Harassment,8,0
"After 2 Mistrials, Prosecutors Try Again to Prove Jihad Plot",5,0
International Court Begins First Trial,6,0
Barclays Says It Will Not Seek Bailout,5,0
BBC Assailed for Refusing to Carry Aid Groups’ Video Appeal for Gaza Relief,10,0
Smoking Ban Hits Home. Truly.,5,0
Brandeis Says It Plans to Sell Art Collection to Raise Cash,4,0
Cardinals’ Super Bowl Trip Has Leinart Studying Again,4,0
Haggard’s Church Discloses More on Sex Scandal,5,0
Curlin Repeats as Horse of the Year,3,0
Defense and No Apologies From Author of Fiscal Bill,5,0
"Despite Write-Down, Barclays Won’t Ask for Bailout",8,0
"Decline in Heat-Trapping Gas Emissions Won’t Bring Quick Relief, Researchers Say",3,0
"Elevating Science, Elevating Democracy",4,0
"For Fed Policy-Making, Murky Era Lies Ahead",6,0
"After Megamerger with Wyeth, Pfizer Gets to Work",7,0
France Looks to Help Airbus With Loan Guarantees,7,0
Gates Group Plans to Give More in 2009 Despite Losses,5,0
"Gaza War Strengthens Israeli Hard-Liners, Not Those in Power",17,0
Camps Challenge Skills and Will of U.S. Goalkeeper Perkins,1,0
Crash in Iraq Kills 4 U.S. Soldiers,5,0
Home Depot Closing Design Centers and Cutting Jobs,2,0
Home Sales Better Than Expected in December,5,0
Iceland’s Government Collapses,6,0
"In Book, Torre Reveals Fraying Relationship With Cashman",7,0
Clues to Framework of the Satyam Fraud in India,5,0
"ING Will Cut 7,000 Jobs and Its Chief Will Leave",4,0
Islamists Overrun Somalia City as Ethiopians Leave,4,0
Luxury Hotels Are Feeling Economy’s Pinch,3,0
Knicks Top Rockets to Win Fourth in Five Games,4,0
Layoffs Spread to More Sectors of the Economy,7,0
Massachusetts Speaker Gives Reason for Quitting,5,0
No. 8 Marquette Sends Notre Dame to Fourth Straight Loss,2,0
"Steelers Arrive, Talking About Short Messages and a Tall Receiver",6,0
Obama Directs Regulators to Tighten Auto Rules,4,0
"Competing for Food, Beetle Becomes a Killer",5,0
"In Lots of Animal Art, Wrong Foot Is Forward",4,0
Corporate Jets Sitting Out the Super Bowl,3,0
Andy Pettitte Accepts a Pay Cut to Return to the Yankees,4,0
Wyeth Deal May Slow Pfizer Biotech Acquisitions,7,0
Screen Actors Guild Fires Its Executive Director,6,0
Divisions Threaten Fair Election in Iraqi Province,13,0
Senate Approves Digital TV Delay,4,0
"Serena Williams, Who Once Beat Andy Roddick, Now Has Focus on Quarterfinal",4,0
Siemens Quits Joint Venture Building Reactors,4,0
F.D.R’s Example Offers Lessons for Obama,12,0
One N.B.A. Star and 150 Bridges to Sichuan,3,0
Sri Lanka Encircles Rebel Fighters,4,0
Stringer�s Widow Settles Lawsuit With N.F.L.,5,0
Suspect in Ponzi Scheme Surrenders on Long Island,3,0
Sharp Drop in Profit and Layoffs at Texas Instruments,4,0
Thain Says He’ll Repay Remodeling Costs,6,0
Steelers Owner Dan Rooney Turns His Business Into a Family,3,0
UBS Given a Short Window to Release Documents,2,0
W.T.O. Finds Copyright Law ‘Deficiencies’ in China,4,0
William Kristol’s Column in The Times Ends,3,0
Year of the Ox Is Looking Inauspicious,2,0
Reported Zimbabwe Deal Is Disputed,4,0
Chamberlain and Lester Warm Up on a Connecticut Stage,6,0
"4 Years for Christian Milton, Ex-A.I.G. Executive",5,0
Advertisers Change Game Plans for Super Bowl,4,0
Aides Say Obama’s Afghan Aims Elevate War,6,0
An Unusual Appearance at the Big Clock,6,0
"At a Border Crossing, Drivers and Truckloads of Aid for Gaza Go Nowhere",4,0
Bank of America Board Under Gun From Critics,7,0
Big Insurer Says It Will Quit Florida Property Market,5,0
Britain Offers $3.2 Billion in Aid to Its Carmakers,3,0
Congress Relaxes Rules on Suits Over Pay Inequity,9,0
Dissidents at F.D.A. Complain of Inquiry,4,0
Gillibrand’s Immigration Views Draw Fire,4,0
DuPont Cuts Its Forecast on Lower Sales,3,0
EMC Profit Down 45% in Quarter,3,0
European Court Refuses to Delay Intel Inquiry,6,0
"Film Channel Has Name, but No Network Carrier",6,0
Revenue Rose 12% in Quarter for Verizon Wireless,3,0
Group Says It Doesn’t Share Views of Holocaust Denier,5,0
Sturm und Drang About Pint-Size Neighbors,7,0
Home Price Index Fell Again in November,3,0
"For Iraqi Journalists, Free Press vs. Free Land",8,0
Iraqi Officials Concerned That Absence of Shiite Pilgrims Could Affect Elections,5,0
Two Killed in Violence on Gaza Border,4,0
Japan to Take Stakes in Ailing Companies,5,0
Loss Shrinks at E*Trade Financial,3,0
Troubled Times Bring More Ponzi Inquiries,5,0
New York Is Benefiting From Movie Incentives,5,0
Murder-Suicide Leaves 7 Dead in California,3,0
Change at Union May Re-energize Hollywood Talks,7,0
"Obama, Visiting G.O.P. Lawmakers, Is Open to Some Compromise on Stimulus",5,0
"Rangers Pick Up Where They Left Off, With a Victory",4,0
Regulators in Madoff Inquiry Defend Actions,4,0
Stimulus May Provide Relief for States and the Jobless on Health Insurance,8,0
Steelers’ Ties to Cardinals Start  With  Former Ball Boy,5,0
Super Bowl Logos Reflect N.F.L.’s Growth and Design Trends,4,0
Russian Orthodox Church Elects Outspoken Patriarch,3,0
"Siemens Profit Drops 81%, but Revenue Is Up",2,0
Site of Somali Government Is Put Under Islamic Law,7,0
Your Chance to Show What the Super Bowl Logo Should Look Like,2,0
Steelers’ Clark Knows What It’s Like to Take a Hit,2,0
"Cardinals’ Edgerrin James Puts Football First, and a Career Follows",4,0
"A Nice, Staid Corner of Real Estate: Medical Offices",3,0
Texas Rebellion Gives a Centrist a Lift,5,0
Sun�s Loss Reflects Revamping Costs,3,0
Tensions Flare as Russian Soldier Seeks Asylum in Georgia,2,0
U.N. Staff and Hospital Come Under Shelling as Sri Lanka Fights Cornered Rebels,6,0
"U.S. Infrastructure Is in Dire Straits, Report Says",4,0
"On Arab TV Network, Obama Urges Dialogue",5,0
U.S. Steel’s Profit Surges on Pipeline Products,3,0
Serena Williams Finds a Way to Win in Australia,4,0
"With 3,500 Layoffs, Corning Is Latest to Cut Jobs",4,0
Brittany Ray Scores 26 as Rutgers Beats Notre Dame,3,0
Yahoo Reports a Fourth-Quarter Loss,6,0
Chike Okeafor Brings Fourth Dimension to Cardinals,4,0
Steelers Holmes Admits He Sold Drugs,4,0
"With Clarifi, iPhone Is Ready for Its Close-Up",3,0
ABC Said to Consider ‘Kimmel’ in ‘Nightline’s’ Slot,4,0
NBC Making the Most of Its Super Bowl Coverage,5,0
Profits Decline in AT&T�s Fourth Quarter,3,0
Sharing Selectively on Social Networking Sites,6,0
"Boeing Expects Layoffs to Total 10,000 in 2009",3,0
British Newspaper Says It Caught Lords Offering to Lobby for a Fee,7,0
Burden of Debt Weighed on Family in Murder-Suicide,5,0
California Asks Removal of Prison Overseer,5,0
China Detains 81 Ahead of 50th Anniversary of Tibetan Uprising,6,0
Chinese Premier Injects Note of Optimism at Davos,4,0
"Corporations, Tending to a Tattered Image, Clip Wings of Private Jets",4,0
A City Adds a String of Arsons to Its List of Troubles,6,0
ConocoPhillips Reports a Fourth-Quarter Loss,2,0
Iraqi Women Vie for Votes and Taste of Power,4,0
Early Voting in Iraq Is Mostly Smooth,7,0
Europe Ponders Its Next Step in Intel Inquiry,4,0
"Financing, With Strings Attached",3,0
"The First Woman to Call an N.F.L. Game, and the Last",4,0
"PocketFinder: A GPS to Find People, Not Directions",3,0
House Passes Stimulus Plan With No G.O.P. Votes,5,0
"At Davos Forum, Russia and China Blame Capitalists for Economic Crisis",6,0
"In Dead of Winter, Shea Stadium Is Melting Away",3,0
Japan Says It Will Send Anti-Piracy Force to Somalia’s Coast,4,0
JPMorgan Pulled Cash Early From Madoff-Linked Funds,4,0
